customerNr,year_of_birth,education,marital_status,income,kids,teens,customer_since,last_purchase_in_days,web_purchases,catalog_purchases,store_purchases,web_visits,campaign3,campaign4,campaign5,campaign1,campaign2,country
9850,1972,2n Cycle,Married,"$24,884.00",1,0,11/29/12,32,0,0,3,7,0,0,0,0,0,SP
5544,1970,Graduation,Single,"$67,384.00",0,1,11/10/12,32,7,8,5,5,0,1,0,0,0,SP
6497,1960,Graduation,Married,"$51,651.00",0,1,11/7/12,32,6,2,5,8,0,0,0,0,0,AUS
4543,1980,Graduation,Married,"$82,497.00",0,0,10/31/12,32,2,7,9,4,0,0,1,0,0,SA
5117,1963,2n Cycle,Married,"$32,632.00",0,0,8/2/12,32,4,4,8,5,0,0,0,0,0,SP
1448,1963,Master,Married,"$33,562.00",1,2,6/25/14,33,2,0,4,4,0,0,0,0,0,IND
6887,1967,Graduation,Single,"$79,146.00",1,1,4/24/14,33,8,1,8,6,0,0,0,0,0,GER
7500,1967,Graduation,Single,"$79,146.00",1,1,4/24/14,33,8,1,8,6,0,0,0,0,0,SP
2724,1981,Master,Single,"$36,143.00",1,0,3/30/14,33,0,1,2,3,0,0,0,0,0,SP
2256,1973,Master,Married,"$27,159.00",1,1,3/29/14,33,1,0,3,6,0,0,0,0,0,SP
1100,1960,Master,Together,"$41,275.00",1,2,3/24/14,33,3,1,3,5,0,0,0,0,0,CA
7725,1965,2n Cycle,Married,"$76,800.00",0,0,3/8/14,33,4,4,7,1,0,0,0,0,0,IND
2612,1987,Graduation,Married,"$75,794.00",0,0,12/24/13,33,7,5,12,3,0,0,0,1,0,SA
113,1951,Graduation,Married,"$30,833.00",1,1,7/16/13,33,1,0,3,5,0,0,0,0,0,SP
2868,1949,PhD,Single,"$26,518.00",1,1,4/8/13,33,2,0,3,8,0,0,0,0,0,US
4216,1981,Graduation,Single,"$91,065.00",0,0,2/22/13,33,7,9,9,3,0,0,1,1,0,SP
199,1962,Master,Single,"$45,183.00",0,0,1/20/13,33,4,1,7,7,0,1,0,0,0,CA
359,1950,Graduation,Together,"$48,070.00",0,1,1/13/13,33,8,2,6,7,0,0,0,0,0,SP
8842,1971,Graduation,Widow,"$30,372.00",1,1,12/25/12,33,2,0,3,7,0,0,0,0,0,SP
2154,1971,Graduation,Widow,"$30,372.00",1,1,12/25/12,33,2,0,3,7,0,0,0,0,0,SP
6050,1975,2n Cycle,Married,"$57,036.00",0,1,12/11/12,33,6,3,13,9,1,0,0,0,0,IND
9204,1970,Graduation,Widow,"$66,731.00",0,1,9/12/12,33,4,3,6,3,0,0,0,0,0,SP
4472,1970,PhD,Divorced,"$35,682.00",1,0,6/27/14,34,1,1,3,2,0,0,0,0,0,AUS
6864,1989,Master,Divorced,"$10,979.00",0,0,5/22/14,34,3,0,3,5,0,0,0,0,0,AUS
10617,1989,Master,Divorced,"$10,979.00",0,0,5/22/14,34,3,0,3,5,0,0,0,0,0,SP
3924,1965,PhD,Divorced,"$57,912.00",0,1,3/17/14,34,8,3,12,5,0,1,0,0,0,SA
5654,1972,Graduation,Married,"$36,026.00",2,1,3/16/14,34,2,0,3,6,0,0,0,0,0,AUS
9216,1971,Graduation,Married,"$35,788.00",1,1,1/23/14,34,2,0,3,6,0,0,0,0,0,CA
8086,1959,Graduation,Married,"$42,243.00",1,1,12/11/13,34,2,0,3,7,0,0,0,0,0,SA
9097,1956,Graduation,Divorced,"$46,086.00",0,1,11/3/13,34,3,1,8,4,0,0,0,0,0,SP
7631,1978,Master,Together,"$61,346.00",1,0,10/6/13,34,5,7,10,3,0,0,0,0,0,IND
7275,1971,Master,Single,"$33,316.00",1,1,10/4/13,34,2,1,4,6,0,0,0,0,0,US
8334,1971,Master,Single,"$33,316.00",1,1,10/4/13,34,2,1,4,6,0,0,0,0,0,SP
1987,1987,Basic,Single,"$21,063.00",1,0,9/25/13,34,2,0,3,6,0,0,0,0,0,SP
2281,1970,Graduation,Single,"$33,697.00",1,0,9/15/13,34,1,0,2,7,1,0,0,0,0,GER
7034,1978,2n Cycle,Married,"$25,804.00",1,0,9/1/13,34,2,0,3,8,0,0,0,0,0,CA
2797,1977,Graduation,Married,"$72,117.00",0,1,8/20/13,34,9,7,9,5,0,0,0,0,0,SP
3934,1966,Graduation,Married,"$61,286.00",0,1,8/2/13,34,7,1,8,5,0,0,0,0,0,IND
2493,1966,Graduation,Married,"$61,286.00",0,1,8/2/13,34,7,1,8,5,0,0,0,0,0,GER
3759,1958,Graduation,Together,"$65,196.00",0,2,7/25/13,34,7,6,11,5,1,0,0,0,0,SP
965,1971,Graduation,Divorced,"$55,635.00",0,1,11/13/12,34,7,3,7,6,0,0,0,0,0,US
7378,1981,Master,Together,"$42,021.00",1,0,8/31/12,34,10,1,6,9,1,0,0,0,0,SP
1859,1972,Master,Married,"$75,251.00",0,0,8/27/12,34,7,6,5,5,0,0,0,0,0,GER
6263,1968,Graduation,Together,"$35,322.00",1,2,8/22/12,34,2,0,4,8,0,0,0,0,0,SP
2072,1969,PhD,Together,"$53,374.00",0,1,8/16/12,34,4,2,9,9,1,0,0,0,0,CA
8908,1959,Graduation,Married,"$87,195.00",0,0,5/8/14,35,3,11,5,1,0,0,0,0,0,CA
738,1981,2n Cycle,Single,"$42,395.00",1,1,4/4/14,35,3,1,4,7,0,0,0,0,0,IND
10129,1966,Graduation,Together,"$82,427.00",0,0,3/12/14,35,3,5,12,1,0,0,1,0,0,SP
807,1969,Master,Together,"$44,602.00",1,1,2/15/14,35,6,1,4,8,0,0,0,0,0,IND
3334,1951,Graduation,Married,"$94,642.00",0,0,2/12/14,35,5,7,9,1,0,0,1,1,0,SP
5423,1983,Graduation,Together,"$28,359.00",1,0,10/27/13,35,1,0,2,7,0,0,0,0,0,SA
4426,1975,Graduation,Single,"$55,801.00",1,1,9/22/13,35,7,2,6,7,0,0,0,1,0,US
10489,1973,Graduation,Married,"$92,955.00",0,0,8/19/13,35,6,7,9,2,0,0,1,1,0,SA
2570,1968,Graduation,Together,"$56,534.00",0,1,7/23/13,35,10,4,7,8,0,1,0,0,1,SP
3834,1962,Graduation,Single,"$69,627.00",0,1,3/17/13,35,8,2,11,5,0,0,0,0,0,US
590,1970,Master,Divorced,"$78,579.00",0,0,12/22/12,35,5,6,4,3,0,0,0,0,0,SP
4791,1980,Graduation,Together,"$44,964.00",1,1,12/16/12,35,1,0,3,8,0,0,0,0,0,AUS
5304,1974,PhD,Single,"$30,899.00",1,0,10/13/12,35,1,0,3,6,0,0,0,0,0,SA
2426,1964,PhD,Divorced,"$78,825.00",0,0,9/14/12,35,5,10,13,3,0,0,0,0,0,SP
35,1987,Graduation,Married,"$25,545.00",1,0,9/8/12,35,2,2,3,6,0,0,0,0,0,SP
8041,1971,PhD,Widow,"$47,111.00",0,1,9/8/12,35,3,2,10,9,0,0,0,0,0,SA
3584,1955,PhD,Single,"$49,667.00",0,0,8/20/12,35,5,10,5,8,1,0,0,0,0,CA
7718,1947,Master,Together,"$66,000.00",0,0,4/20/14,36,1,3,5,1,0,0,0,0,0,SP
8605,1964,PhD,Together,"$46,910.00",1,1,3/23/14,36,2,0,3,6,0,0,0,0,0,SP
1646,1972,Basic,Married,"$25,224.00",1,0,3/16/14,36,1,1,3,3,0,0,0,0,0,CA
9206,1968,Graduation,Together,"$77,382.00",0,1,1/7/14,36,5,7,12,1,0,0,1,0,0,SP
10757,1967,PhD,Divorced,"$28,420.00",1,0,12/24/13,36,1,0,2,6,0,0,0,0,0,SP
6885,1977,Graduation,Divorced,"$32,952.00",1,0,12/1/13,36,2,0,3,7,0,0,0,0,0,CA
907,1975,Graduation,Married,"$46,149.00",0,1,11/29/13,36,5,1,7,5,0,0,0,0,0,SP
1150,1899,PhD,Together,"$83,532.00",0,0,9/26/13,36,4,6,4,1,0,0,1,0,0,SP
3867,1947,PhD,Together,"$73,059.00",0,1,8/31/13,36,9,3,13,4,0,0,0,0,0,SP
3859,1947,PhD,Together,"$73,059.00",0,1,8/31/13,36,9,3,13,4,0,0,0,0,0,SA
3265,1959,Graduation,Married,"$35,701.00",0,0,3/19/13,36,1,0,3,6,0,0,0,0,0,SP
4418,1983,Master,Single,"$89,616.00",0,0,2/25/13,36,7,5,12,2,0,0,0,0,0,CA
4611,1970,Graduation,Together,"$105,471.00",0,0,1/21/13,36,9,8,13,3,0,0,1,1,0,SP
4530,1948,Master,Widow,"$78,427.00",0,0,10/24/12,36,3,7,10,3,0,0,0,1,0,GER
7736,1986,Graduation,Married,"$22,518.00",1,0,10/22/12,36,2,1,2,5,1,0,0,0,0,SP
9949,1976,Graduation,Married,"$59,809.00",0,2,10/18/12,36,3,3,6,8,0,0,0,0,0,CA
942,1982,Graduation,Single,"$39,660.00",1,0,8/8/12,36,7,1,3,9,0,0,0,0,0,SP
6181,1950,2n Cycle,Together,"$52,203.00",0,0,7/31/12,36,8,7,11,6,0,0,0,0,0,US
7660,1973,PhD,Alone,"$35,860.00",1,1,5/19/14,37,1,1,2,5,1,0,0,0,0,CA
2055,1973,PhD,Divorced,"$35,860.00",1,1,5/19/14,37,1,1,2,5,1,0,0,0,0,SP
5107,1973,PhD,Divorced,"$35,860.00",1,1,5/19/14,37,1,1,2,5,1,0,0,0,0,SP
1626,1973,PhD,Divorced,"$35,860.00",1,1,5/19/14,37,1,1,2,5,1,0,0,0,0,SA
6428,1950,PhD,Widow,"$76,842.00",0,0,5/3/14,37,1,8,7,0,0,0,0,0,0,SP
9617,1951,Graduation,Single,"$15,033.00",0,0,4/16/14,37,1,0,3,3,0,0,0,0,0,SA
4339,1970,PhD,Married,"$67,353.00",0,1,12/31/13,37,5,6,12,2,0,0,0,0,0,AUS
7235,1975,2n Cycle,Married,"$17,003.00",1,0,12/9/13,37,2,0,4,5,0,0,0,0,0,GER
8527,1965,Master,Together,"$65,735.00",1,1,12/7/13,37,6,2,6,7,0,0,0,0,0,SP
1968,1971,Graduation,Widow,"$45,684.00",1,0,12/2/13,37,1,0,2,7,0,0,0,0,0,SA
9862,1969,Graduation,Together,"$21,918.00",1,0,11/14/13,37,2,0,3,6,0,0,0,0,0,CA
11075,1978,Graduation,Married,"$51,267.00",1,1,10/29/13,37,3,3,5,4,0,0,0,0,0,CA
6658,1972,Graduation,Together,"$59,868.00",0,1,7/22/13,37,11,2,12,6,0,0,0,0,0,SP
4552,1991,Graduation,Married,"$51,373.00",0,0,6/22/13,37,3,5,3,4,0,0,0,0,0,SP
10377,1958,Master,Together,"$46,692.00",0,1,6/6/13,37,6,1,5,6,0,0,0,0,0,SP
5336,1971,Master,Together,"$157,733.00",1,0,6/4/13,37,1,0,1,1,0,0,0,0,0,SP
10350,1950,PhD,Married,"$54,432.00",2,1,5/9/13,37,1,0,3,4,0,0,0,0,0,SP
11071,1984,Graduation,Single,"$79,607.00",0,0,4/21/13,37,3,6,6,1,0,0,0,0,0,CA
11100,1972,Graduation,Divorced,"$51,813.00",1,1,4/11/13,37,2,0,3,7,0,0,0,0,0,CA
6516,1989,Basic,Married,"$17,487.00",1,0,3/18/13,37,1,0,2,7,0,0,0,0,0,AUS
1734,1968,PhD,Together,"$40,706.00",2,1,1/17/13,37,3,0,4,7,0,0,0,0,0,SA
2131,1959,PhD,Divorced,"$62,859.00",0,1,12/30/12,37,9,4,6,6,0,0,0,0,0,SP
6439,1958,Graduation,Married,"$61,074.00",0,1,8/17/12,37,11,5,8,7,0,0,0,0,0,SA
10591,1969,Graduation,Widow,"$43,638.00",0,1,8/6/12,37,4,1,4,7,0,0,0,0,0,SP
9797,1956,Graduation,Married,"$58,116.00",0,1,4/13/14,38,3,3,8,2,0,0,0,0,0,SP
9336,1969,PhD,Widow,"$62,187.00",0,1,3/22/14,38,6,2,10,4,0,0,0,0,0,SP
2174,1954,Graduation,Single,"$46,344.00",1,1,3/8/14,38,1,1,2,5,0,0,0,0,0,US
3197,1980,Graduation,Married,"$77,353.00",0,1,12/16/13,38,6,4,8,4,0,0,0,0,0,SP
9185,1966,PhD,Single,"$69,759.00",0,0,10/28/13,38,4,6,5,3,0,0,0,0,0,SP
905,1986,Graduation,Divorced,"$21,846.00",1,0,10/22/13,38,4,0,3,8,0,0,0,0,0,SA
10858,1975,Graduation,Together,"$76,532.00",1,1,9/9/13,38,9,5,7,5,0,0,0,0,0,SP
8925,1965,Master,Married,"$70,053.00",0,1,7/3/13,38,8,5,10,5,0,0,0,0,0,SP
2499,1958,2n Cycle,Single,"$75,342.00",0,1,5/6/13,38,5,2,10,4,0,0,0,0,0,SP
1109,1982,Master,Together,"$27,590.00",1,0,4/23/13,38,1,0,2,7,0,0,0,0,0,SP
326,1973,Graduation,Married,"$51,148.00",1,1,2/18/13,38,5,1,6,6,0,0,0,0,0,IND
10967,1963,Graduation,Divorced,"$33,378.00",1,1,2/6/13,38,2,0,4,7,0,0,0,0,0,SA
5370,1973,PhD,Married,"$32,644.00",1,0,1/16/13,38,7,1,6,8,1,0,0,0,0,SP
2098,1969,PhD,Married,"$33,581.00",2,0,1/8/13,38,1,0,2,8,0,0,0,0,0,SP
1773,1978,2n Cycle,Married,"$12,393.00",0,0,12/4/12,38,2,0,3,9,0,0,0,0,0,SA
5036,1984,PhD,Single,"$42,710.00",1,0,11/28/12,38,4,5,3,6,0,0,0,0,0,SP
4856,1957,2n Cycle,Married,"$82,347.00",0,0,11/6/12,38,7,7,10,3,1,0,0,1,0,IND
8722,1957,2n Cycle,Married,"$82,347.00",0,0,11/6/12,38,7,7,10,3,1,0,0,1,0,CA
2156,1955,PhD,Married,"$22,554.00",1,1,11/3/12,38,2,0,4,5,0,0,0,0,0,SP
2569,1987,Graduation,Married,"$17,323.00",0,0,10/10/12,38,1,0,3,8,0,0,0,0,0,US
10151,1960,Graduation,Divorced,"$62,204.00",0,2,9/12/12,38,4,5,12,3,0,0,0,0,0,SP
10473,1956,PhD,Widow,"$78,028.00",0,1,9/10/12,38,6,4,9,7,0,1,1,0,0,SP
7079,1962,Graduation,Divorced,"$63,887.00",0,1,9/8/12,38,9,6,12,6,0,0,0,0,0,SA
6875,1965,PhD,Together,"$32,727.00",0,0,8/28/12,38,7,3,5,8,0,0,0,0,0,CA
6728,1985,Graduation,Together,"$29,103.00",1,0,8/27/12,38,1,0,3,9,0,0,0,0,0,SP
2471,1965,Graduation,Married,"$61,482.00",0,0,6/27/14,39,3,2,6,2,0,0,0,0,0,SA
49,1970,Graduation,Single,"$20,587.00",1,0,5/11/14,39,1,1,2,7,0,0,0,0,0,CA
4973,1970,Graduation,Single,"$20,587.00",1,0,5/11/14,39,1,1,2,7,0,0,0,0,0,CA
6387,1976,PhD,Together,"$52,190.00",1,1,5/8/14,39,2,1,3,5,1,0,0,0,0,SA
5866,1974,Graduation,Together,"$48,186.00",1,0,3/20/14,39,4,1,4,7,0,0,0,0,0,SP
8523,1968,Graduation,Married,"$19,329.00",1,0,12/14/13,39,4,0,3,8,0,0,0,0,0,CA
7901,1971,Master,Married,"$34,109.00",0,1,11/6/13,39,0,0,3,4,0,0,0,0,0,AUS
898,1986,Graduation,Married,"$23,477.00",1,0,10/21/13,39,3,0,4,8,0,0,0,0,0,SP
10242,1966,PhD,Together,"$47,472.00",1,1,9/16/13,39,2,0,4,5,0,0,0,0,0,SP
5835,1976,PhD,Divorced,"$14,849.00",1,0,7/2/13,39,2,0,4,8,0,0,0,0,0,SP
6919,1978,2n Cycle,Married,"$26,224.00",1,0,6/4/13,39,2,1,3,6,0,0,0,0,0,SP
6197,1962,PhD,Single,"$27,238.00",1,1,4/20/13,39,3,0,3,9,0,0,0,0,0,SP
10475,1970,Master,Together,NA,0,1,4/1/13,39,4,2,6,5,0,0,0,0,0,US
4201,1962,Graduation,Single,"$57,967.00",0,1,3/3/13,39,4,2,8,5,0,0,0,0,0,IND
5092,1949,PhD,Widow,"$51,569.00",0,1,2/12/13,39,7,1,7,8,0,1,0,0,0,SP
6566,1954,PhD,Married,"$72,550.00",1,1,11/8/12,39,5,2,12,8,0,0,0,0,0,AUS
6613,1970,Master,Married,"$44,511.00",1,0,10/12/12,39,8,4,8,8,0,0,0,0,0,AUS
9094,1955,2n Cycle,Married,"$62,972.00",0,1,8/3/12,39,7,4,3,6,0,0,0,0,0,SP
9847,1955,2n Cycle,Married,"$62,972.00",0,1,8/3/12,39,7,4,3,6,0,0,0,0,0,SP
10767,1989,PhD,Together,"$77,845.00",0,0,5/16/14,40,3,5,12,1,0,0,1,1,0,US
7943,1975,PhD,Married,"$36,663.00",1,0,4/25/14,40,1,1,3,2,0,0,0,0,0,SA
1055,1976,Master,Married,"$53,204.00",1,1,3/20/14,40,1,0,3,4,0,0,0,0,0,GER
1458,1982,Master,Married,"$21,059.00",1,0,1/7/14,40,3,0,3,6,0,0,0,0,0,SP
8402,1953,Master,Married,"$67,087.00",0,1,12/17/13,40,7,5,8,4,0,0,0,0,0,AUS
6246,1953,Graduation,Single,"$73,892.00",0,0,11/13/13,40,3,11,8,1,0,0,0,0,0,CA
4654,1992,Graduation,Together,"$75,114.00",0,0,11/7/13,40,3,10,5,2,0,0,0,0,0,SA
6103,1948,Graduation,Married,"$42,192.00",0,0,9/6/13,40,2,1,3,4,0,0,0,0,0,AUS
8147,1960,Graduation,Married,"$31,454.00",1,1,7/6/13,40,2,0,3,8,0,0,0,0,0,SP
10207,1978,Graduation,Together,"$22,775.00",1,0,6/19/13,40,1,0,2,8,0,0,0,0,0,SA
4838,1978,Graduation,Together,"$22,775.00",1,0,6/19/13,40,1,0,2,8,0,0,0,0,0,IND
10219,1972,Graduation,Together,"$31,590.00",1,0,6/18/13,40,1,0,3,8,0,0,0,0,0,CA
2176,1972,Graduation,Married,"$80,134.00",1,0,5/20/13,40,5,3,6,6,0,1,1,1,0,SA
9121,1972,Graduation,Married,"$80,134.00",1,0,5/20/13,40,5,3,6,6,0,1,1,1,0,AUS
5802,1972,Basic,Married,"$14,188.00",0,0,2/28/13,40,2,0,4,6,0,0,0,0,0,GER
10790,1985,PhD,Married,"$18,169.00",1,0,2/19/13,40,1,0,2,8,0,0,0,0,0,SP
178,1956,Graduation,Married,"$62,503.00",0,1,2/18/13,40,8,3,11,5,0,0,0,0,0,SP
2308,1954,Graduation,Married,"$46,734.00",0,1,11/18/12,40,6,1,5,7,0,0,0,0,0,SP
7431,1991,PhD,Single,"$68,126.00",0,0,11/10/12,40,7,4,5,9,0,1,0,0,0,CA
9405,1954,PhD,Married,"$52,869.00",1,1,10/15/12,40,3,1,4,7,0,0,0,0,0,SA
10525,1986,Graduation,Single,"$26,576.00",1,0,10/13/12,40,1,0,2,9,1,0,0,0,0,SP
7503,1976,Graduation,Single,"$75,825.00",0,0,10/12/12,40,5,8,9,4,1,0,0,0,0,GER
8783,1950,Graduation,Married,"$57,045.00",0,1,9/8/12,40,4,2,9,3,0,0,0,0,0,AUS
1403,1975,2n Cycle,Together,"$34,984.00",1,1,9/6/12,40,1,0,3,7,0,0,0,0,0,SP
4643,1973,Graduation,Married,"$27,803.00",1,0,8/26/12,40,3,0,4,8,0,0,0,0,0,AUS
3463,1975,PhD,Married,"$69,283.00",0,1,6/14/14,41,7,3,13,5,0,0,0,0,0,IND
4055,1992,Basic,Single,"$18,746.00",1,0,5/29/14,41,3,0,3,6,0,0,0,0,0,SP
7010,1965,2n Cycle,Married,"$70,924.00",0,0,4/7/14,41,6,6,7,3,0,0,1,0,0,SP
4767,1965,2n Cycle,Married,"$70,924.00",0,0,4/7/14,41,6,6,7,3,0,0,1,0,0,SP
1927,1973,2n Cycle,Together,"$69,401.00",0,1,3/23/14,41,4,4,5,2,0,0,0,0,0,GER
437,1976,Master,Divorced,"$75,012.00",0,0,1/25/14,41,3,8,11,1,0,0,0,0,0,AUS
4331,1978,Master,Together,"$85,738.00",0,0,1/23/14,41,3,6,11,1,0,1,1,0,0,SP
4084,1975,Graduation,Together,"$60,934.00",0,1,1/17/14,41,6,4,11,4,0,0,0,0,0,CA
8135,1986,Master,Married,"$27,161.00",1,0,10/28/13,41,1,0,3,7,0,0,0,0,0,SA
9750,1961,PhD,Divorced,"$64,325.00",0,1,2/7/13,41,10,3,5,7,0,0,0,0,0,SP
6682,1973,Basic,Married,"$18,978.00",1,0,12/11/12,41,1,0,3,8,0,0,0,0,0,SP
10581,1977,Graduation,Married,"$41,124.00",1,0,10/31/12,41,7,3,4,8,0,0,0,0,0,SP
3710,1984,PhD,Single,"$39,684.00",1,0,10/12/12,41,2,1,2,7,0,0,0,0,0,SP
5207,1963,PhD,Married,"$53,378.00",1,1,9/24/12,41,9,4,6,8,0,0,0,0,0,SP
9360,1982,Graduation,Married,"$37,040.00",0,0,8/8/12,41,4,2,5,8,0,0,0,0,0,US
4679,1977,Master,Married,"$78,710.00",0,1,5/23/14,42,7,6,12,4,0,0,0,0,0,SP
1340,1986,Graduation,Married,"$92,910.00",0,0,4/24/14,42,6,7,13,1,0,1,1,1,0,SP
10839,1976,Graduation,Together,"$36,283.00",1,1,4/14/14,42,1,0,3,4,0,0,0,0,0,CA
5303,1974,PhD,Together,"$79,632.00",0,0,4/8/14,42,6,4,9,2,0,0,0,0,0,SA
9829,1978,Graduation,Together,"$28,587.00",1,0,2/12/14,42,2,0,4,6,0,0,0,0,0,SP
10469,1981,Graduation,Together,"$88,325.00",0,0,2/5/14,42,6,2,9,2,0,0,0,0,0,IND
3602,1958,Master,Married,"$51,412.00",0,1,12/31/13,42,3,2,4,4,0,0,0,0,0,SP
4756,1952,2n Cycle,Divorced,"$63,998.00",0,0,12/20/13,42,7,6,11,4,0,0,0,0,0,SP
8181,1978,2n Cycle,Single,"$38,593.00",1,0,9/13/13,42,4,1,3,8,0,0,0,0,0,SP
6958,1977,Master,Married,"$27,889.00",1,0,7/5/13,42,1,1,2,6,0,0,0,0,0,AUS
10856,1980,2n Cycle,Single,"$45,889.00",0,1,7/2/13,42,1,0,3,6,0,0,0,0,0,CA
3321,1967,PhD,Together,"$56,575.00",0,2,5/5/13,42,7,3,7,5,0,0,0,0,0,CA
5394,1979,Basic,Single,"$16,014.00",1,1,3/17/13,42,1,1,4,3,0,0,0,0,0,SP
433,1958,Master,Alone,"$61,331.00",1,1,3/10/13,42,11,1,6,8,0,0,0,0,0,CA
6320,1976,Master,Single,"$70,893.00",0,0,2/6/13,42,6,6,10,3,0,0,0,0,0,SP
5376,1979,Graduation,Married,"$2,447.00",1,0,1/6/13,42,0,28,0,1,0,0,0,0,0,US
1867,1957,Graduation,Single,"$64,849.00",0,0,11/13/12,42,9,3,6,5,0,0,0,0,0,SP
4324,1989,Graduation,Married,"$42,387.00",1,0,10/29/12,42,8,1,7,8,0,0,0,0,0,SP
3661,1995,2n Cycle,Single,"$80,617.00",0,0,10/12/12,42,4,6,8,2,0,0,0,0,0,IND
521,1985,Graduation,Together,"$54,006.00",1,0,9/18/12,42,8,1,7,7,0,0,0,0,0,SP
10403,1978,Graduation,Together,"$16,531.00",1,0,6/18/14,43,3,0,3,7,0,0,0,0,0,CA
7186,1966,PhD,Together,"$30,843.00",1,1,5/26/14,43,1,1,2,5,1,0,0,0,0,IND
4329,1984,PhD,Married,"$18,988.00",1,0,5/23/14,43,1,0,3,7,0,0,0,0,0,AUS
4394,1965,PhD,Married,"$81,051.00",0,0,5/23/14,43,5,5,12,2,0,1,1,0,0,SP
1717,1988,Graduation,Single,"$39,747.00",1,0,4/13/14,43,5,1,4,8,0,0,0,0,0,SA
1016,1959,PhD,Single,"$34,554.00",0,1,3/30/14,43,2,0,3,6,0,0,0,0,0,CA
3783,1959,PhD,Married,"$52,854.00",1,1,3/24/14,43,2,1,4,5,0,0,0,0,0,SA
5848,1970,Graduation,Together,"$81,205.00",0,0,1/13/14,43,5,6,7,2,1,0,1,0,1,IND
10727,1970,PhD,Married,"$69,084.00",1,0,11/19/13,43,7,3,13,8,0,0,0,0,0,SP
5299,1970,PhD,Married,"$69,084.00",1,0,11/19/13,43,7,3,13,8,0,0,0,0,0,SP
6872,1974,PhD,Married,"$65,352.00",0,1,8/21/13,43,4,2,8,4,0,0,0,0,0,SA
1143,1972,Graduation,Married,"$22,063.00",1,0,8/8/13,43,2,0,3,7,0,0,0,0,0,CA
10381,1979,Graduation,Single,"$47,691.00",0,1,7/5/13,43,1,0,2,6,0,0,0,0,0,SP
11007,1968,PhD,Married,"$29,187.00",1,0,5/9/13,43,1,0,3,8,0,0,0,0,0,SP
9145,1972,Graduation,Single,"$72,504.00",0,1,4/6/13,43,5,9,6,2,0,0,0,0,0,CA
5267,1970,Graduation,Divorced,"$33,986.00",1,0,3/14/13,43,1,0,3,7,0,0,0,0,0,SP
9738,1986,Master,Together,"$42,386.00",1,0,1/13/13,43,3,0,3,8,0,0,0,0,0,SA
10212,1986,Master,Together,"$42,386.00",1,0,1/13/13,43,3,0,3,8,0,0,0,0,0,IND
10010,1953,PhD,Divorced,"$36,957.00",1,1,9/6/12,43,3,2,2,9,0,0,0,0,0,AUS
10069,1988,Basic,Together,"$13,724.00",1,0,8/31/12,43,2,0,2,9,1,0,0,0,0,SA
2694,1967,Graduation,Married,"$42,664.00",0,1,3/18/14,44,1,0,3,6,0,0,0,0,0,SP
10613,1958,PhD,Together,"$37,334.00",1,1,2/26/14,44,3,0,4,4,0,0,0,0,0,SP
4646,1951,2n Cycle,Married,"$78,497.00",0,0,12/1/13,44,5,7,12,2,0,0,0,1,0,CA
6935,1951,2n Cycle,Married,"$78,497.00",0,0,12/1/13,44,5,7,12,2,0,0,0,1,0,IND
5596,1956,2n Cycle,Together,"$58,821.00",0,1,10/12/13,44,9,2,9,6,0,0,0,0,0,SA
1044,1953,Graduation,Together,"$58,398.00",0,0,5/14/13,44,5,4,8,4,0,0,0,0,0,AUS
9274,1961,Master,Married,"$80,950.00",0,0,3/28/13,44,6,7,9,2,0,0,0,1,0,SA
9076,1980,PhD,Married,"$30,732.00",1,0,1/5/13,44,4,1,4,8,0,0,0,0,0,SA
4947,1966,2n Cycle,Single,"$89,572.00",0,0,9/15/12,44,7,7,9,4,0,1,0,1,0,SP
10176,1968,Graduation,Single,"$57,107.00",0,1,8/24/12,44,4,4,8,8,0,1,0,0,1,SP
3507,1970,Graduation,Single,"$76,467.00",1,0,8/17/12,44,2,5,5,6,0,0,0,0,0,US
9235,1957,Graduation,Single,NA,1,1,5/27/14,45,1,0,2,7,0,0,0,0,0,GER
10341,1948,Graduation,Together,"$51,315.00",0,0,2/23/14,45,2,2,5,2,0,0,0,0,0,AUS
2639,1966,Graduation,Single,"$43,602.00",1,1,1/10/14,45,3,1,2,6,0,0,0,0,0,SA
6201,1978,Graduation,Single,"$38,643.00",1,1,11/29/13,45,2,0,3,7,0,0,0,0,0,SP
7397,1951,Graduation,Single,"$49,090.00",0,1,7/19/13,45,7,2,9,7,0,0,0,0,0,SP
2181,1970,Graduation,Married,"$70,617.00",0,0,6/23/13,45,3,3,7,2,0,0,0,0,0,SP
1204,1970,PhD,Married,"$67,536.00",0,1,5/22/13,45,11,5,11,8,0,0,0,1,0,SA
1170,1975,Graduation,Married,"$27,573.00",1,0,3/25/13,45,5,1,4,8,0,0,0,0,0,SP
8812,1979,2n Cycle,Divorced,"$13,533.00",1,0,3/10/13,45,2,0,3,7,0,0,0,0,0,SP
4690,1953,Graduation,Married,"$50,725.00",0,1,2/13/13,45,8,1,8,8,0,0,0,0,0,CA
1715,1978,Graduation,Together,"$25,851.00",1,0,2/11/13,45,2,0,3,7,0,0,0,0,0,AUS
10821,1978,Graduation,Married,"$57,113.00",1,1,2/6/13,45,4,1,5,7,0,0,0,0,0,SP
6543,1945,Master,Together,"$62,847.00",0,0,1/15/13,45,3,6,4,2,0,0,0,0,0,CA
7119,1982,Graduation,Single,"$68,627.00",0,0,1/12/13,45,2,3,6,1,0,0,0,0,0,SA
